S11 (dB),VSWR,Gain (dBi),Eff (%),BW (MHz),Z_Real (Ohms),Z_Imag (Ohms),Status,label
0.0544662136291067,-0.6313561170932478,0.4222049993378274,0.3614510687437259,0.9048428887076936,-0.0381401152315947,0.519633386109163,1,1
0.1152296401424273,-0.3295118150951225,0.3975586883662662,0.1096272865256167,0.6987471141295929,-0.3048998457458203,-0.6893721923655272,1,4
1.0715302336020676,0.8360715664668685,-1.2701750207093745,-1.1408080458677536,-1.2385531669045546,-1.4751348103411006,2.461611045108872,1,2
0.9615773665779638,2.6935749633784085,-2.4655211028300923,-1.1712005713078704,-1.1148957021576942,-1.195322615948503,1.660918718013607,1,2
0.8979204435640089,0.6549649852679936,-0.9210189486122576,-0.915034999741173,-1.320991476735795,-1.194914726452304,2.287131821592589,1,2
0.6447394997585065,0.8174965324977531,-0.6416940909345641,-0.9193767890897612,-0.9087999275795934,2.400223293046755,0.0738748219203068,1,0
0.0313182416240322,-0.6777937020160363,0.7508224789586433,0.5655151681273665,0.3277747198890114,0.1547916164705896,0.474220985467939,1,1
0.5261061432324997,-0.4688245698634879,0.2784348520037204,0.2963242285149046,-0.5378275333390119,-0.6426323485986931,-0.9965034282811732,1,5
0.0472324723775208,-0.5152621547862765,0.2948657259847612,0.3440839113493736,-0.0844168292671901,0.360367922554947,-0.4635052523341765,1,4
1.0397017720950903,1.7090981630152922,-1.79596298810268,-0.9845036293185824,-1.8568404906388567,-1.562831052023912,2.7269150699076,1,2
0.8429440100519568,-0.0926801319889013,-0.2925380188374472,-0.6371604814315351,-1.1561148570733144,1.0162542324431345,-0.5312254989044227,1,0
-0.2305431916833731,-0.6731499435237573,0.3236197554515825,-0.3375770163789569,-0.0019785194359498,-0.0650608219807369,-0.6650725744785564,1,4
0.445088241214739,-0.6034935661395747,0.4016664068615263,0.6219584296590118,-0.3317317587609111,-0.8147617159947226,-1.0530697518869083,1,5
-0.3303688209552569,-0.50133087930944,0.2250345115653378,-0.5633500625055374,0.1216789453109106,0.1274630202252484,-0.8969148303837524,1,4
-1.2837759179142632,-0.9332004190913727,1.2971490388282494,1.9071280768410868,1.234596128032655,-0.0768896173705114,-0.2173222383317519,0,3
-0.0670606393975343,-0.7056562529697094,-0.1323369975222994,-0.1031203915551996,0.7811854239608332,-0.2991893927990326,-0.8634530614902188,1,4
-0.2073952196782986,-0.4270307434329783,-0.2144913674275034,-0.6415022707801233,0.0804597903952904,-0.2070063666580311,-1.043110892097166,1,4
0.141271108648136,-0.2180616112804302,-0.0049977241692332,0.218172020240319,-0.4553892235077716,-0.4195167941777736,-1.188510245027401,1,5
1.064296492350482,1.19364097037234,-2.0383183793230315,-1.4317079322231558,-1.4446489414826555,-1.4013068115290597,1.823845664173788,1,2
-1.2765421766626772,-0.9332004190913727,1.5066426820865195,1.394796933707692,1.440691902610756,0.2041462455106834,-0.2113469224579067,0,3
0.1774398149060649,-0.7706688718616133,0.3852355328804855,0.4352614876697236,0.2453364100577711,0.3758677234105136,0.2897829021619154,1,1
-0.3621972824622344,-0.594206049155017,0.8987003447880103,0.7522121101166546,1.0697195083701745,0.1188973408050671,0.116498741820403,1,1
-0.1582057791675153,-0.5756310151859017,0.2168190745748174,0.509071906595721,1.0697195083701745,-0.2551373272095275,0.2029416447953643,1,1
0.0602532066303752,-0.5616997397090651,0.7015298570155208,0.2832988604691404,0.987281198538934,-0.1988485767340489,0.0077479929164193,1,1
0.057359710129741,-0.5988498076472958,0.1716341711269552,0.1747541267544381,0.2041172551421509,-0.008364182009059,-0.7144685190356771,1,4
1.045488765096359,0.4413520946231665,-0.8922649191454362,-1.7486585546700868,-1.815621335723237,-1.352360071985165,2.45045712214436,1,2
-0.3506232964596971,-0.4688245698634879,-0.1323369975222994,0.1009437078284404,0.1628981002265308,-0.1323625888535919,-0.5499481553091379,1,4
-0.2710521426922535,-0.6824374605083151,0.1305569861743532,0.1617287587086736,-0.1668551390984305,0.1723308648071518,-0.7068997855954732,1,4
-0.3506232964596971,-0.6638624265391997,0.2332499485558582,0.5741987468245424,0.2453364100577711,0.2963292716516848,0.1778453181252142,1,1
0.2656914581754115,-0.4223869849406996,0.5248979617193325,0.3354003326521974,0.1628981002265308,0.4219592364810145,-0.8248126855060196,1,4
-0.6283989605205912,-0.7242312869388248,0.7138530125013015,0.5872241148703066,0.8636237337920736,-0.0197850879026344,0.2280379714655144,1,1
0.3481561084434895,-0.0230237546047184,0.4180972808425671,-0.3940202779106019,-0.2492934489296708,-0.6108169678951616,-0.668259409611274,1,5
0.0544662136291067,-0.5291934302631132,0.4427435918141283,-0.2203487039670782,0.3277747198890114,0.156015284959187,-0.9837560877503034,1,4
-0.3014338559489138,-0.7846001473384497,0.2086036375842971,0.3831600154866664,0.4514321846358719,0.2628823329633568,0.3499344152919576,1,1
-1.532616616968814,-1.0214318304446712,1.5600430225249025,1.7942415537777965,1.770445141935717,0.0536350214132076,-0.3945899425891612,0,3
0.8993671918143261,1.4072538610171672,-1.8206092990742408,-1.1408080458677536,-1.6095255611451362,-1.3988594745518648,2.246101319258852,1,2
0.9572371218270124,2.73072503131664,-1.758993521645338,-1.5880123487723272,-1.733183025891997,-1.4743190313487022,1.0207632107289848,1,2
1.0816574713542877,2.280280457565591,-1.993133475875169,-1.6661645570469128,-1.2797723218201749,-0.9412074598164504,2.6647717848196093,1,2
-0.5864432612613935,-0.5291934302631132,0.7097452940060412,0.5568315894301901,0.7811854239608332,-0.1972170187492521,0.1909910130476738,1,1
-1.28522266616458,-0.9332004190913727,1.0712245215889389,1.5467595609082752,1.3170344378638954,-0.1034024346234543,-0.4415957607967438,0,3
